[ 2012-06-15T15:00:48+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:28:58+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003485s ]
[ 2012-06-15T16:28:58+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.041789s ]
[ 2012-06-15T16:28:58+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:28:58+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002934s ]
[ 2012-06-15T16:28:58+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003081s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.033804s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.033948s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002282s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002376s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run LocationTemplate Behavior [ RunTime:0.004232s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.004393s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | NOTIC: [8] Undefined variable: arr_user 866129a8f339cbb52cb4cd629d729c5c.php 第 24 行.
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run ParseTemplate Behavior [ RunTime:0.043068s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.043176s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run ContentReplace Behavior [ RunTime:0.001716s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run TokenBuild Behavior [ RunTime:0.001987s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001541s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run ShowRuntime Behavior [ RunTime:0.001830s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007344s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001872s ]
[ 2012-06-15T16:29:02+08:00 ] /me/user/login.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001968s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002134s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002334s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_user` [ RunTime:0.006570s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SELECT * FROM `my_user` WHERE ( `username` = 'xiaowei' ) AND ( `password` = 'c1efefc7c4396e847ee947cc033f55a8' ) LIMIT 1   [ RunTime:0.000493s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_catalog` [ RunTime:0.006329s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SELECT * FROM `my_catalog` WHERE pid='1' ORDER BY sequence  [ RunTime:0.000526s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SHOW COLUMNS FROM `my_article` [ RunTime:0.006207s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | NOTIC: [8] Undefined index: id HomeAction.class.php 第 13 行.
[ 2012-06-15T16:29:17+08:00 ] /me/ | NOTIC: [8] Undefined variable: data HomeAction.class.php 第 15 行.
[ 2012-06-15T16:29:17+08:00 ] /me/ | SQL: SELECT * FROM `my_article` ORDER BY create_time desc LIMIT 3   [ RunTime:0.000486s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001938s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002024s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run ParseTemplate Behavior [ RunTime:0.018357s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018476s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run ContentReplace Behavior [ RunTime:0.001155s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run TokenBuild Behavior [ RunTime:0.001173s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000943s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001174s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004663s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001190s ]
[ 2012-06-15T16:29:17+08:00 ] /me/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001267s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.005427s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.005584s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004210s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004317s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.009652s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.009789s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.054559s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.054646s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.003871s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.003681s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001648s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001981s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011494s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.222519s ]
[ 2012-06-15T16:29:33+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.222661s ]
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.001773s ]
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.001904s ]
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001313s ]
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001392s ]
[ 2012-06-15T16:29:41+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001797s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002078s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001322s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001398s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001237s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001334s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.016718s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016797s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001289s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001172s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000890s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001140s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004728s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001602s ]
[ 2012-06-15T16:29:46+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001709s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001674s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001800s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001287s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001361s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001869s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001982s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017661s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017746s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001229s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001224s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000972s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001221s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004872s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001546s ]
[ 2012-06-15T16:29:58+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001659s ]
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.002061s ]
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002196s ]
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001476s ]
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001566s ]
[ 2012-06-15T16:30:01+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.002084s ]
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002221s ]
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001493s ]
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001579s ]
[ 2012-06-15T16:30:06+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002044s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002182s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001358s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001434s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001174s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001262s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017449s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017528s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001222s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001171s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000894s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001176s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004685s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001657s ]
[ 2012-06-15T16:30:13+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001754s ]
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.001683s ]
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.001810s ]
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001304s ]
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001378s ]
[ 2012-06-15T16:30:27+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.002234s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002389s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001573s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001660s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001118s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001204s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.019883s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020091s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001193s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.001211s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000894s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001357s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004883s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001615s ]
[ 2012-06-15T16:30:44+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001721s ]
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.001695s ]
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.001823s ]
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001309s ]
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001385s ]
[ 2012-06-15T16:30:47+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001703s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001829s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001335s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001417s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001131s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001220s ]
[ 2012-06-15T16:30:52+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --START--
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | NOTIC: [8] Undefined variable: arr_user f48447e2d26dab938e53bf08374802cf.php 第 24 行.
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017541s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017622s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --START--
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run ContentReplace Behavior [ RunTime:0.001650s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run TokenBuild Behavior [ RunTime:0.005485s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003468s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001661s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012552s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Tag[ view_end ] --START--
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001521s ]
[ 2012-06-15T16:30:53+08:00 ] /me/message/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001626s ]
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Run CheckRoute Behavior [ RunTime:0.012252s ]
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.012447s ]
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002428s ]
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002538s ]
[ 2012-06-15T16:30:55+08:00 ] /me/message/m_post.html | NOTIC: [8] Undefined index: mod MessageAction.class.php 第 14 行.
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Tag[ route_check ] --START--
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Run CheckRoute Behavior [ RunTime:0.001660s ]
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001785s ]
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --START--
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001305s ]
[ 2012-06-15T16:31:10+08:00 ] /me/message/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001382s ]
[ 2012-06-15T16:31:11+08:00 ] /me/message/ | INFO: Tag[ view_template ] --START--
